lon,lat,depth
-127.806451613,49.8201058201,-10688.2109375
-127.774193548,49.8201058201,-10981.9248047
-127.741935484,49.8201058201,-11344.5947266
-127.709677419,49.8201058201,-11852.5888672
-127.677419355,49.8201058201,-12502.4960938
-127.64516129,49.8201058201,-12970.5869141
-127.612903226,49.8201058201,-13326.2685547
-127.580645161,49.8201058201,-13598.703125
-127.548387097,49.8201058201,-13811.4853516
-127.516129032,49.8201058201,-13980.4072266
-127.483870968,49.8201058201,-14117.0859375
-128.741935484,49.7976190476,-3388.11083984
-128.709677419,49.7976190476,-3539.4597168
-128.677419355,49.7976190476,-3692.68481445
-128.64516129,49.7976190476,-3848.58740234
-128.612903226,49.7976190476,-4008.1237793
-128.580645161,49.7976190476,-4172.41259766
-128.548387097,49.7976190476,-4342.72900391
-128.516129032,49.7976190476,-4520.48339844
-128.483870968,49.7976190476,-4707.15332031
-128.451612903,49.7976190476,-4904.13769531
-128.419354839,49.7976190476,-5112.48583984
-128.387096774,49.7976190476,-5332.42822266
-128.35483871,49.7976190476,-5562.6640625
-128.322580645,49.7976190476,-5799.40136719
-128.290322581,49.7976190476,-6035.39941406
-128.258064516,49.7976190476,-6259.70117188
-128.225806452,49.7976190476,-6459.46777344
-128.193548387,49.7976190476,-6625.70703125
-128.161290323,49.7976190476,-6763.40576172
-128.129032258,49.7976190476,-6903.34716797
-128.096774194,49.7976190476,-7114.55175781
-128.064516129,49.7976190476,-7506.03027344
-128.032258065,49.7976190476,-8121.26757812
-128.0,49.7976190476,-8711.50683594
-127.967741935,49.7976190476,-9104.4453125
-127.935483871,49.7976190476,-9348.25292969
-127.903225806,49.7976190476,-9527.21191406
-127.870967742,49.7976190476,-9720.74511719
-127.838709677,49.7976190476,-9987.64160156
-127.806451613,49.7976190476,-10301.5361328
-127.774193548,49.7976190476,-10556.3964844
-127.741935484,49.7976190476,-10875.7890625
-127.709677419,49.7976190476,-11402.7314453
-127.677419355,49.7976190476,-12229.1396484
-127.64516129,49.7976190476,-12671.4492188
-127.612903226,49.7976190476,-12989.7314453
-127.580645161,49.7976190476,-13236.0546875
-127.548387097,49.7976190476,-13429.8095703
-127.516129032,49.7976190476,-13583.5908203
-127.483870968,49.7976190476,-13707.5888672
-127.451612903,49.7976190476,-13810.8173828
-127.419354839,49.7976190476,-13901.6572266
-128.741935484,49.7751322751,-3261.46289062
-128.709677419,49.7751322751,-3400.43408203
-128.677419355,49.7751322751,-3541.13500977
-128.64516129,49.7751322751,-3684.43310547
-128.612903226,49.7751322751,-3831.40527344
-128.580645161,49.7751322751,-3983.36816406
-128.548387097,49.7751322751,-4141.90722656
-128.516129032,49.7751322751,-4308.89599609
-128.483870968,49.7751322751,-4486.484375
-128.451612903,49.7751322751,-4677.01367188
-128.419354839,49.7751322751,-4882.79345703
-128.387096774,49.7751322751,-5105.62841797
-128.35483871,49.7751322751,-5345.93115234
-128.322580645,49.7751322751,-5601.26025391
-128.290322581,49.7751322751,-5864.28320312
-128.258064516,49.7751322751,-6120.80566406
-128.225806452,49.7751322751,-6350.01855469
-128.193548387,49.7751322751,-6531.05517578
-128.161290323,49.7751322751,-6658.40039062
-128.129032258,49.7751322751,-6757.53955078
-128.096774194,49.7751322751,-6904.57080078
-128.064516129,49.7751322751,-7258.95361328
-128.032258065,49.7751322751,-7984.45800781
-128.0,49.7751322751,-8633.6328125
-127.967741935,49.7751322751,-8922.15527344
-127.935483871,49.7751322751,-9040.04785156
-127.903225806,49.7751322751,-9106.84277344
-127.870967742,49.7751322751,-9224.28222656
-127.838709677,49.7751322751,-9521.31835938
-127.806451613,49.7751322751,-9970.6015625
-127.774193548,49.7751322751,-10199.7275391
-127.741935484,49.7751322751,-10504.1455078
-127.709677419,49.7751322751,-11121.8125
-127.677419355,49.7751322751,-11792.2324219
-127.64516129,49.7751322751,-12256.4121094
-127.612903226,49.7751322751,-12586.0087891
-127.580645161,49.7751322751,-12831.8388672
-127.548387097,49.7751322751,-13020.5439453
-127.516129032,49.7751322751,-13167.8720703
-127.483870968,49.7751322751,-13285.0751953
-127.451612903,49.7751322751,-13381.6103516
-127.419354839,49.7751322751,-13466.3740234
-127.387096774,49.7751322751,-13548.1777344
-128.741935484,49.7526455026,-3138.28491211
-128.709677419,49.7526455026,-3264.8137207
-128.677419355,49.7526455026,-3392.81347656
-128.64516129,49.7526455026,-3523.17773438
-128.612903226,49.7526455026,-3657.05395508
-128.580645161,49.7526455026,-3795.89892578
-128.548387097,49.7526455026,-3941.54321289
-128.516129032,49.7526455026,-4096.26220703
-128.483870968,49.7526455026,-4262.84130859
-128.451612903,49.7526455026,-4444.60107422
-128.419354839,49.7526455026,-4645.31445312
-128.387096774,49.7526455026,-4868.88671875
-128.35483871,49.7526455026,-5118.53271484
-128.322580645,49.7526455026,-5395.03662109
-128.290322581,49.7526455026,-5693.56982422
-128.258064516,49.7526455026,-5999.02539062
-128.225806452,49.7526455026,-6282.32568359
-128.193548387,49.7526455026,-6506.67431641
-128.161290323,49.7526455026,-6656.95166016
-128.129032258,49.7526455026,-6764.58935547
-128.096774194,49.7526455026,-6960.91455078
-128.064516129,49.7526455026,-7306.85644531
-128.032258065,49.7526455026,-7934.52929688
-128.0,49.7526455026,-8558.60449219
-127.967741935,49.7526455026,-8631.91992188
-127.935483871,49.7526455026,-8620.51953125
-127.903225806,49.7526455026,-8574.44921875
-127.870967742,49.7526455026,-8560.67480469
-127.838709677,49.7526455026,-8884.74414062
-127.806451613,49.7526455026,-9692.37988281
-127.774193548,49.7526455026,-9908.56640625
-127.741935484,49.7526455026,-10287.2988281
-127.709677419,49.7526455026,-10807.7939453
-127.677419355,49.7526455026,-11360.1328125
-127.64516129,49.7526455026,-11805.0244141
-127.612903226,49.7526455026,-12140.8994141
-127.580645161,49.7526455026,-12394.1542969
-127.548387097,49.7526455026,-12587.3720703
-127.516129032,49.7526455026,-12736.5830078
-127.483870968,49.7526455026,-12853.6357422
-127.451612903,49.7526455026,-12948.3964844
-127.419354839,49.7526455026,-13030.2890625
-127.387096774,49.7526455026,-13109.2421875
-127.35483871,49.7526455026,-13195.7685547
-127.322580645,49.7526455026,-13299.2636719
-128.741935484,49.7301587302,-3019.52880859
-128.709677419,49.7301587302,-3133.68334961
-128.677419355,49.7301587302,-3248.94628906
-128.64516129,49.7301587302,-3366.18920898
-128.612903226,49.7301587302,-3486.56542969
-128.580645161,49.7301587302,-3611.58398438
-128.548387097,49.7301587302,-3743.2043457
-128.516129032,49.7301587302,-3883.95556641
-128.483870968,49.7301587302,-4037.08105469
-128.451612903,49.7301587302,-4206.69384766
-128.419354839,49.7301587302,-4397.90820312
-128.387096774,49.7301587302,-4616.83935547
-128.35483871,49.7301587302,-4870.19628906
-128.322580645,49.7301587302,-5163.84814453
-128.290322581,49.7301587302,-5499.06152344
-128.258064516,49.7301587302,-5864.38183594
-128.225806452,49.7301587302,-6222.76611328
-128.193548387,49.7301587302,-6508.02685547
-128.161290323,49.7301587302,-6686.63037109
-128.129032258,49.7301587302,-6761.96533203
-128.096774194,49.7301587302,-6894.59765625
-128.064516129,49.7301587302,-7144.81054688
-128.032258065,49.7301587302,-7563.81835938
-128.0,49.7301587302,-7989.54443359
-127.967741935,49.7301587302,-7973.90625
-127.935483871,49.7301587302,-8030.48876953
-127.903225806,49.7301587302,-7969.20849609
-127.870967742,49.7301587302,-7704.90380859
-127.838709677,49.7301587302,-7856.19921875
-127.806451613,49.7301587302,-9216.31738281
-127.774193548,49.7301587302,-9584.04101562
-127.741935484,49.7301587302,-9970.99414062
-127.709677419,49.7301587302,-10440.8955078
-127.677419355,49.7301587302,-10928.6669922
-127.64516129,49.7301587302,-11345.4033203
-127.612903226,49.7301587302,-11678.4492188
-127.580645161,49.7301587302,-11938.6884766
-127.548387097,49.7301587302,-12140.9365234
-127.516129032,49.7301587302,-12298.265625
-127.483870968,49.7301587302,-12421.4414062
-127.451612903,49.7301587302,-12519.8330078
-127.419354839,49.7301587302,-12602.7148438
-127.387096774,49.7301587302,-12680.7060547
-127.35483871,49.7301587302,-12766.7958984
-127.322580645,49.7301587302,-12874.9501953
-127.290322581,49.7301587302,-13012.6503906
-128.741935484,49.7076719577,-2906.18920898
-128.709677419,49.7076719577,-3008.21191406
-128.677419355,49.7076719577,-3110.9074707
-128.64516129,49.7076719577,-3215.07666016
-128.612903226,49.7076719577,-3321.80908203
-128.580645161,49.7076719577,-3432.56542969
-128.548387097,49.7076719577,-3549.28857422
-128.516129032,49.7076719577,-3674.55249023
-128.483870968,49.7076719577,-3811.75952148
-128.451612903,49.7076719577,-3965.40039062
-128.419354839,49.7076719577,-4141.39111328
-128.387096774,49.7076719577,-4347.46240234
-128.35483871,49.7076719577,-4593.47216797
-128.322580645,49.7076719577,-4891.12451172
-128.290322581,49.7076719577,-5251.41015625
-128.258064516,49.7076719577,-5674.85644531
-128.225806452,49.7076719577,-6123.14013672
-128.193548387,49.7076719577,-6468.67724609
-128.161290323,49.7076719577,-6667.66796875
-128.129032258,49.7076719577,-6668.17529297
-128.096774194,49.7076719577,-6671.70166016
-128.064516129,49.7076719577,-6732.43164062
-128.032258065,49.7076719577,-6851.33544922
-128.0,49.7076719577,-6946.57226562
-127.967741935,49.7076719577,-6962.20947266
-127.935483871,49.7076719577,-7393.06835938
-127.903225806,49.7076719577,-7525.61865234
-127.870967742,49.7076719577,-6952.7109375
-127.838709677,49.7076719577,-6646.80664062
-127.806451613,49.7076719577,-7918.38574219
-127.774193548,49.7076719577,-8782.30566406
-127.741935484,49.7076719577,-9435.85546875
-127.709677419,49.7076719577,-10016.8066406
-127.677419355,49.7076719577,-10480.6855469
-127.64516129,49.7076719577,-10878.1376953
-127.612903226,49.7076719577,-11209.1240234
-127.580645161,49.7076719577,-11477.7167969
-127.548387097,49.7076719577,-11692.5878906
-127.516129032,49.7076719577,-11863.3486328
-127.483870968,49.7076719577,-11998.8876953
-127.451612903,49.7076719577,-12107.2568359
-127.419354839,49.7076719577,-12196.5380859
-127.387096774,49.7076719577,-12276.6835938
-127.35483871,49.7076719577,-12362.4042969
-127.322580645,49.7076719577,-12474.7617188
-127.290322581,49.7076719577,-12629.3300781
-127.258064516,49.7076719577,-12808.0019531
-128.677419355,49.6851851852,-2980.14038086
-128.64516129,49.6851851852,-3071.59790039
-128.612903226,49.6851851852,-3164.92749023
-128.580645161,49.6851851852,-3261.45361328
-128.548387097,49.6851851852,-3362.96826172
-128.516129032,49.6851851852,-3471.87963867
-128.483870968,49.6851851852,-3591.41772461
-128.451612903,49.6851851852,-3725.92724609
-128.419354839,49.6851851852,-3881.29589844
-128.387096774,49.6851851852,-4065.59716797
-128.35483871,49.6851851852,-4290.04296875
-128.322580645,49.6851851852,-4570.27929688
-128.290322581,49.6851851852,-4927.43652344
-128.258064516,49.6851851852,-5384.74853516
-128.225806452,49.6851851852,-5933.71533203
-128.193548387,49.6851851852,-6300.03271484
-128.161290323,49.6851851852,-6432.37597656
-128.129032258,49.6851851852,-6403.51855469
-128.096774194,49.6851851852,-6324.05419922
-128.064516129,49.6851851852,-6237.97998047
-128.032258065,49.6851851852,-6143.49853516
-128.0,49.6851851852,-6018.88964844
-127.967741935,49.6851851852,-5942.44628906
-127.935483871,49.6851851852,-6920.92529297
-127.903225806,49.6851851852,-7308.5859375
-127.870967742,49.6851851852,-6877.92382812
-127.838709677,49.6851851852,-6681.62353516
-127.806451613,49.6851851852,-7386.28125
-127.774193548,49.6851851852,-8179.98583984
-127.741935484,49.6851851852,-8884.75976562
-127.709677419,49.6851851852,-9493.2578125
-127.677419355,49.6851851852,-9986.35058594
-127.64516129,49.6851851852,-10396.4033203
-127.612903226,49.6851851852,-10738.1845703
-127.580645161,49.6851851852,-11020.703125
-127.548387097,49.6851851852,-11252.4511719
-127.516129032,49.6851851852,-11441.7548828
-127.483870968,49.6851851852,-11596.2402344
-127.451612903,49.6851851852,-11722.6123047
-127.419354839,49.6851851852,-11827.0371094
-127.387096774,49.6851851852,-11916.7001953
-127.35483871,49.6851851852,-12004.4492188
-127.322580645,49.6851851852,-12119.1376953
-127.290322581,49.6851851852,-12295.3837891
-127.258064516,49.6851851852,-12494.0966797
-127.225806452,49.6851851852,-12687.5800781
-127.193548387,49.6851851852,-12861.4023438
-128.612903226,49.6626984127,-3018.14697266
-128.580645161,49.6626984127,-3101.08666992
-128.548387097,49.6626984127,-3187.88867188
-128.516129032,49.6626984127,-3280.65966797
-128.483870968,49.6626984127,-3382.22949219
-128.451612903,49.6626984127,-3496.40087891
-128.419354839,49.6626984127,-3628.32714844
-128.387096774,49.6626984127,-3785.13183594
-128.35483871,49.6626984127,-3976.97729492
-128.322580645,49.6626984127,-4219.01464844
-128.290322581,49.6626984127,-4535.16894531
-128.258064516,49.6626984127,-4967.72167969
-128.225806452,49.6626984127,-5621.67480469
-128.193548387,49.6626984127,-5937.17822266
-128.161290323,49.6626984127,-6054.21240234
-128.129032258,49.6626984127,-6034.29492188
-128.096774194,49.6626984127,-5943.5390625
-128.064516129,49.6626984127,-5824.41455078
-128.032258065,49.6626984127,-5712.95361328
-128.0,49.6626984127,-5712.94726562
-127.967741935,49.6626984127,-5875.17919922
-127.935483871,49.6626984127,-6744.45605469
-127.903225806,49.6626984127,-6999.74414062
-127.870967742,49.6626984127,-6829.74853516
-127.838709677,49.6626984127,-6784.58740234
-127.806451613,49.6626984127,-7201.33447266
-127.774193548,49.6626984127,-7811.16845703
-127.741935484,49.6626984127,-8439.10839844
-127.709677419,49.6626984127,-9015.06542969
-127.677419355,49.6626984127,-9508.90527344
-127.64516129,49.6626984127,-9927.25
-127.612903226,49.6626984127,-10280.7285156
-127.580645161,49.6626984127,-10578.6621094
-127.548387097,49.6626984127,-10829.5166016
-127.516129032,49.6626984127,-11041.1767578
-127.483870968,49.6626984127,-11220.7871094
-127.451612903,49.6626984127,-11374.5507812
-127.419354839,49.6626984127,-11507.6162109
-127.387096774,49.6626984127,-11624.1347656
-127.35483871,49.6626984127,-11729.2412109
-127.322580645,49.6626984127,-11849.4423828
-127.290322581,49.6626984127,-12044.2822266
-127.258064516,49.6626984127,-12251.8232422
-127.225806452,49.6626984127,-12444.1376953
-127.193548387,49.6626984127,-12607.0419922
-127.161290323,49.6626984127,-12737.3544922
-128.580645161,49.6402116402,-2954.15771484
-128.548387097,49.6402116402,-3027.63183594
-128.516129032,49.6402116402,-3105.73242188
-128.483870968,49.6402116402,-3190.86083984
-128.451612903,49.6402116402,-3286.21630859
-128.419354839,49.6402116402,-3396.0859375
-128.387096774,49.6402116402,-3526.35620117
-128.35483871,49.6402116402,-3685.55810547
-128.322580645,49.6402116402,-3887.296875
-128.290322581,49.6402116402,-4156.02099609
-128.258064516,49.6402116402,-4537.5
-128.225806452,49.6402116402,-5083.09423828
-128.193548387,49.6402116402,-5431.31542969
-128.161290323,49.6402116402,-5594.87353516
-128.129032258,49.6402116402,-5626.57861328
-128.096774194,49.6402116402,-5583.68017578
-128.064516129,49.6402116402,-5509.28125
-128.032258065,49.6402116402,-5436.22998047
-128.0,49.6402116402,-5634.109375
-127.967741935,49.6402116402,-5851.89550781
-127.935483871,49.6402116402,-6382.78564453
-127.903225806,49.6402116402,-6654.29882812
-127.870967742,49.6402116402,-6697.25195312
-127.838709677,49.6402116402,-6783.20166016
-127.806451613,49.6402116402,-7096.29345703
-127.774193548,49.6402116402,-7568.14111328
-127.741935484,49.6402116402,-8096.16748047
-127.709677419,49.6402116402,-8612.29882812
-127.677419355,49.6402116402,-9080.81640625
-127.64516129,49.6402116402,-9492.94140625
-127.612903226,49.6402116402,-9851.04296875
-127.580645161,49.6402116402,-10161.0820312
-127.548387097,49.6402116402,-10430.0917969
-127.516129032,49.6402116402,-10665.3027344
-127.483870968,49.6402116402,-10873.7880859
-127.451612903,49.6402116402,-11062.4296875
-127.419354839,49.6402116402,-11238.3955078
-127.387096774,49.6402116402,-11410.5751953
-127.35483871,49.6402116402,-11592.0029297
-127.322580645,49.6402116402,-11793.8457031
-127.290322581,49.6402116402,-11915.1523438
-127.258064516,49.6402116402,-12092.9824219
-127.225806452,49.6402116402,-12264.8535156
-127.193548387,49.6402116402,-12403.3105469
-127.161290323,49.6402116402,-12500.5673828
-127.129032258,49.6402116402,-12569.0751953
-128.483870968,49.6177248677,-3022.8425293
-128.451612903,49.6177248677,-3103.27441406
-128.419354839,49.6177248677,-3196.16674805
-128.387096774,49.6177248677,-3306.74462891
-128.35483871,49.6177248677,-3442.53759766
-128.322580645,49.6177248677,-3615.50439453
-128.290322581,49.6177248677,-3848.54833984
-128.258064516,49.6177248677,-4202.52832031
-128.225806452,49.6177248677,-4628.35888672
-128.193548387,49.6177248677,-4955.49462891
-128.161290323,49.6177248677,-5149.71972656
-128.129032258,49.6177248677,-5237.10107422
-128.096774194,49.6177248677,-5267.13183594
-128.064516129,49.6177248677,-5287.10449219
-128.032258065,49.6177248677,-5207.0546875
-128.0,49.6177248677,-5406.51904297
-127.967741935,49.6177248677,-5668.86376953
-127.935483871,49.6177248677,-6069.02148438
-127.903225806,49.6177248677,-6358.671875
-127.870967742,49.6177248677,-6527.18505859
-127.838709677,49.6177248677,-6702.32861328
-127.806451613,49.6177248677,-6986.84033203
-127.774193548,49.6177248677,-7376.25634766
-127.741935484,49.6177248677,-7821.66796875
-127.709677419,49.6177248677,-8275.81738281
-127.677419355,49.6177248677,-8707.33886719
-127.64516129,49.6177248677,-9102.015625
-127.612903226,49.6177248677,-9456.50292969
-127.580645161,49.6177248677,-9773.0625
-127.548387097,49.6177248677,-10056.6328125
-127.516129032,49.6177248677,-10313.3535156
-127.483870968,49.6177248677,-10549.8398438
-127.451612903,49.6177248677,-10772.8779297
-127.419354839,49.6177248677,-10989.3662109
-127.387096774,49.6177248677,-11206.0253906
-127.35483871,49.6177248677,-11426.8457031
-127.322580645,49.6177248677,-11642.1201172
-127.290322581,49.6177248677,-11806.625
-127.258064516,49.6177248677,-11978.0585938
-127.225806452,49.6177248677,-12133.2099609
-127.193548387,49.6177248677,-12244.2480469
-127.161290323,49.6177248677,-12297.7919922
-127.129032258,49.6177248677,-12319.8769531
-127.096774194,49.6177248677,-12327.5224609
-127.064516129,49.6177248677,-12353.4609375
-128.161290323,49.5952380952,-4769.79541016
-128.129032258,49.5952380952,-4894.64160156
-128.096774194,49.5952380952,-4977.60888672
-128.064516129,49.5952380952,-5105.74853516
-128.032258065,49.5952380952,-5116.72119141
-128.0,49.5952380952,-5259.9453125
-127.967741935,49.5952380952,-5483.09667969
-127.935483871,49.5952380952,-5844.46777344
-127.903225806,49.5952380952,-6137.17089844
-127.870967742,49.5952380952,-6362.79833984
-127.838709677,49.5952380952,-6585.421875
-127.806451613,49.5952380952,-6861.92822266
-127.774193548,49.5952380952,-7202.90185547
-127.741935484,49.5952380952,-7587.88525391
-127.709677419,49.5952380952,-7988.51318359
-127.677419355,49.5952380952,-8381.55859375
-127.64516129,49.5952380952,-8753.22363281
-127.612903226,49.5952380952,-9097.82617188
-127.580645161,49.5952380952,-9415.15039062
-127.548387097,49.5952380952,-9708.25976562
-127.516129032,49.5952380952,-9982.00878906
-127.483870968,49.5952380952,-10242.0839844
-127.451612903,49.5952380952,-10494.2851562
-127.419354839,49.5952380952,-10743.7841797
-127.387096774,49.5952380952,-10993.7900391
-127.35483871,49.5952380952,-11242.6757812
-127.322580645,49.5952380952,-11479.3154297
-127.290322581,49.5952380952,-11684.8046875
-127.258064516,49.5952380952,-11872.4941406
-127.225806452,49.5952380952,-12027.5244141
-127.193548387,49.5952380952,-12120.4072266
-127.161290323,49.5952380952,-12121.8212891
-127.129032258,49.5952380952,-12096.6064453
-127.096774194,49.5952380952,-12042.4404297
-127.064516129,49.5952380952,-12020.1376953
-127.032258065,49.5952380952,-12064.2138672
-128.129032258,49.5727513228,-4633.67333984
-128.096774194,49.5727513228,-4768.46875
-128.064516129,49.5727513228,-4913.81445312
-128.032258065,49.5727513228,-5019.12792969
-128.0,49.5727513228,-5184.43994141
-127.967741935,49.5727513228,-5423.47363281
-127.935483871,49.5727513228,-5726.81738281
-127.903225806,49.5727513228,-5982.45605469
-127.870967742,49.5727513228,-6218.95849609
