lon,lat,depth
-126.64516129,48.6058201058,-6678.46191406
-126.612903226,48.6058201058,-6862.70849609
-126.580645161,48.6058201058,-7059.84082031
-126.548387097,48.6058201058,-7257.81445312
-126.516129032,48.6058201058,-7449.75292969
-126.483870968,48.6058201058,-7633.29199219
-126.451612903,48.6058201058,-7809.16357422
-126.419354839,48.6058201058,-7979.56298828
-126.387096774,48.6058201058,-8146.9453125
-126.35483871,48.6058201058,-8313.38671875
-126.322580645,48.6058201058,-8480.33105469
-126.290322581,48.6058201058,-8648.56835938
-126.258064516,48.6058201058,-8818.35449219
-126.225806452,48.6058201058,-8989.58105469
-126.193548387,48.6058201058,-9161.93847656
-126.161290323,48.6058201058,-9335.03125
-126.129032258,48.6058201058,-9508.40722656
-126.096774194,48.6058201058,-9681.54882812
-126.064516129,48.6058201058,-9853.83789062
-126.032258065,48.6058201058,-10024.53125
-126.0,48.6058201058,-10192.7666016
-125.967741935,48.6058201058,-10357.6005859
-127.193548387,48.5833333333,-4453.06103516
-127.161290323,48.5833333333,-4586.54638672
-127.129032258,48.5833333333,-4747.64160156
-127.096774194,48.5833333333,-5095.35400391
-127.064516129,48.5833333333,-5254.93359375
-127.032258065,48.5833333333,-5290.71044922
-127.0,48.5833333333,-5294.87792969
-126.967741935,48.5833333333,-5275.93017578
-126.935483871,48.5833333333,-5264.50683594
-126.903225806,48.5833333333,-5289.06933594
-126.870967742,48.5833333333,-5357.62255859
-126.838709677,48.5833333333,-5469.43652344
-126.806451613,48.5833333333,-5616.06982422
-126.774193548,48.5833333333,-5784.75292969
-126.741935484,48.5833333333,-5960.74365234
-126.709677419,48.5833333333,-6124.77587891
-126.677419355,48.5833333333,-6280.26171875
-126.64516129,48.5833333333,-6440.38720703
-126.612903226,48.5833333333,-6624.35693359
-126.580645161,48.5833333333,-6829.50976562
-126.548387097,48.5833333333,-7032.11181641
-126.516129032,48.5833333333,-7226.34033203
-126.483870968,48.5833333333,-7411.53955078
-126.451612903,48.5833333333,-7590.34716797
-126.419354839,48.5833333333,-7766.18408203
-126.387096774,48.5833333333,-7941.84912109
-126.35483871,48.5833333333,-8119.12890625
-126.322580645,48.5833333333,-8298.83007812
-126.290322581,48.5833333333,-8480.96191406
-126.258064516,48.5833333333,-8665.00878906
-126.225806452,48.5833333333,-8850.23242188
-126.193548387,48.5833333333,-9035.90527344
-126.161290323,48.5833333333,-9221.42871094
-126.129032258,48.5833333333,-9406.31738281
-126.096774194,48.5833333333,-9590.11621094
-126.064516129,48.5833333333,-9772.28613281
-126.032258065,48.5833333333,-9952.13574219
-126.0,48.5833333333,-10128.8017578
-125.967741935,48.5833333333,-10301.2910156
-127.129032258,48.5608465608,-4608.87207031
-127.096774194,48.5608465608,-4865.41845703
-127.064516129,48.5608465608,-5047.73974609
-127.032258065,48.5608465608,-5140.22949219
-127.0,48.5608465608,-5181.84814453
-126.967741935,48.5608465608,-5196.40576172
-126.935483871,48.5608465608,-5209.02832031
-126.903225806,48.5608465608,-5240.99121094
-126.870967742,48.5608465608,-5302.86132812
-126.838709677,48.5608465608,-5396.78125
-126.806451613,48.5608465608,-5518.26220703
-126.774193548,48.5608465608,-5658.48339844
-126.741935484,48.5608465608,-5806.44726562
-126.709677419,48.5608465608,-5951.53955078
-126.677419355,48.5608465608,-6093.25048828
-126.64516129,48.5608465608,-6240.43310547
-126.612903226,48.5608465608,-6423.48535156
-126.580645161,48.5608465608,-6637.28173828
-126.548387097,48.5608465608,-6838.22070312
-126.516129032,48.5608465608,-7028.54248047
-126.483870968,48.5608465608,-7208.93896484
-126.451612903,48.5608465608,-7385.02832031
-126.419354839,48.5608465608,-7561.99560547
-126.387096774,48.5608465608,-7742.93505859
-126.35483871,48.5608465608,-7929.12304688
-126.322580645,48.5608465608,-8120.46777344
-126.290322581,48.5608465608,-8315.90625
-126.258064516,48.5608465608,-8513.87890625
-126.225806452,48.5608465608,-8712.80664062
-126.193548387,48.5608465608,-8911.44433594
-126.161290323,48.5608465608,-9108.99023438
-126.129032258,48.5608465608,-9304.99414062
-126.096774194,48.5608465608,-9499.14257812
-126.064516129,48.5608465608,-9691.03417969
-126.032258065,48.5608465608,-9880.04101562
-126.0,48.5608465608,-10065.265625
-125.967741935,48.5608465608,-10245.6083984
-125.935483871,48.5608465608,-10419.8916016
-127.129032258,48.5383597884,-4522.30371094
-127.096774194,48.5383597884,-4718.44775391
-127.064516129,48.5383597884,-4886.17871094
-127.032258065,48.5383597884,-4999.64599609
-127.0,48.5383597884,-5069.15136719
-126.967741935,48.5383597884,-5111.75732422
-126.935483871,48.5383597884,-5146.38525391
-126.903225806,48.5383597884,-5189.41699219
-126.870967742,48.5383597884,-5251.02880859
-126.838709677,48.5383597884,-5335.06152344
-126.806451613,48.5383597884,-5440.04394531
-126.774193548,48.5383597884,-5560.87060547
-126.741935484,48.5383597884,-5690.88671875
-126.709677419,48.5383597884,-5824.7890625
-126.677419355,48.5383597884,-5963.36669922
-126.64516129,48.5383597884,-6115.33789062
-126.612903226,48.5383597884,-6297.16796875
-126.580645161,48.5383597884,-6495.3125
-126.548387097,48.5383597884,-6681.83300781
-126.516129032,48.5383597884,-6861.6796875
-126.483870968,48.5383597884,-7028.97607422
-126.451612903,48.5383597884,-7195.64160156
-126.419354839,48.5383597884,-7369.21191406
-126.387096774,48.5383597884,-7552.53515625
-126.35483871,48.5383597884,-7745.91503906
-126.322580645,48.5383597884,-7948.01367188
-126.290322581,48.5383597884,-8156.32617188
-126.258064516,48.5383597884,-8367.87304688
-126.225806452,48.5383597884,-8579.98242188
-126.193548387,48.5383597884,-8790.81640625
-126.161290323,48.5383597884,-8999.4609375
-126.129032258,48.5383597884,-9205.66601562
-126.096774194,48.5383597884,-9409.41699219
-126.064516129,48.5383597884,-9610.55078125
-126.032258065,48.5383597884,-9808.51269531
-126.0,48.5383597884,-10002.3193359
-125.967741935,48.5383597884,-10190.6640625
-125.935483871,48.5383597884,-10372.1230469
-125.903225806,48.5383597884,-10545.3691406
-127.096774194,48.5158730159,-4621.22851562
-127.064516129,48.5158730159,-4769.2578125
-127.032258065,48.5158730159,-4885.71582031
-127.0,48.5158730159,-4970.29150391
-126.967741935,48.5158730159,-5032.12792969
-126.935483871,48.5158730159,-5083.91845703
-126.903225806,48.5158730159,-5137.74951172
-126.870967742,48.5158730159,-5202.31787109
-126.838709677,48.5158730159,-5282.08837891
-126.806451613,48.5158730159,-5377.66357422
-126.774193548,48.5158730159,-5486.91015625
-126.741935484,48.5158730159,-5606.59667969
-126.709677419,48.5158730159,-5734.4375
-126.677419355,48.5158730159,-5871.11767578
-126.64516129,48.5158730159,-6019.90722656
-126.612903226,48.5158730159,-6181.97021484
-126.580645161,48.5158730159,-6347.015625
-126.548387097,48.5158730159,-6558.04345703
-126.516129032,48.5158730159,-6729.87841797
-126.483870968,48.5158730159,-6872.68554688
-126.451612903,48.5158730159,-7022.64697266
-126.419354839,48.5158730159,-7188.8671875
-126.387096774,48.5158730159,-7372.23339844
-126.35483871,48.5158730159,-7571.53613281
-126.322580645,48.5158730159,-7783.9375
-126.290322581,48.5158730159,-8005.02734375
-126.258064516,48.5158730159,-8229.87207031
-126.225806452,48.5158730159,-8454.375
-126.193548387,48.5158730159,-8676.09375
-126.161290323,48.5158730159,-8894.23925781
-126.129032258,48.5158730159,-9109.08300781
-126.096774194,48.5158730159,-9321.19042969
-126.064516129,48.5158730159,-9530.7734375
-126.032258065,48.5158730159,-9737.35742188
-126.0,48.5158730159,-9939.75585938
-125.967741935,48.5158730159,-10136.2929688
-125.935483871,48.5158730159,-10325.1386719
-125.903225806,48.5158730159,-10504.6308594
-127.064516129,48.4933862434,-4685.86523438
-127.032258065,48.4933862434,-4798.41015625
-127.0,48.4933862434,-4889.23974609
-126.967741935,48.4933862434,-4962.56787109
-126.935483871,48.4933862434,-5026.31298828
-126.903225806,48.4933862434,-5089.00341797
-126.870967742,48.4933862434,-5157.59863281
-126.838709677,48.4933862434,-5236.50488281
-126.806451613,48.4933862434,-5327.55273438
-126.774193548,48.4933862434,-5430.67236328
-126.741935484,48.4933862434,-5545.00830078
-126.709677419,48.4933862434,-5670.24414062
-126.677419355,48.4933862434,-5807.66259766
-126.64516129,48.4933862434,-5960.11523438
-126.612903226,48.4933862434,-6130.96484375
-126.580645161,48.4933862434,-6324.21142578
-126.548387097,48.4933862434,-6545.86669922
-126.516129032,48.4933862434,-6647.38330078
-126.483870968,48.4933862434,-6737.49951172
-126.451612903,48.4933862434,-6864.76904297
-126.419354839,48.4933862434,-7021.52441406
-126.387096774,48.4933862434,-7203.27587891
-126.35483871,48.4933862434,-7407.65234375
-126.322580645,48.4933862434,-7630.50390625
-126.290322581,48.4933862434,-7864.82226562
-126.258064516,48.4933862434,-8102.82226562
-126.225806452,48.4933862434,-8338.52441406
-126.193548387,48.4933862434,-8569.00976562
-126.161290323,48.4933862434,-8794.11425781
-126.129032258,48.4933862434,-9015.20800781
-126.096774194,48.4933862434,-9233.85839844
-126.064516129,48.4933862434,-9450.84082031
-126.032258065,48.4933862434,-9665.70507812
-126.0,48.4933862434,-9876.8515625
-125.967741935,48.4933862434,-10081.9609375
-125.935483871,48.4933862434,-10278.5478516
-125.903225806,48.4933862434,-10464.4570312
-125.870967742,48.4933862434,-10638.171875
-127.032258065,48.4708994709,-4732.52832031
-127.0,48.4708994709,-4824.71289062
-126.967741935,48.4708994709,-4904.10009766
-126.935483871,48.4708994709,-4975.47949219
-126.903225806,48.4708994709,-5044.72167969
-126.870967742,48.4708994709,-5117.19873047
-126.838709677,48.4708994709,-5196.89746094
-126.806451613,48.4708994709,-5286.21240234
-126.774193548,48.4708994709,-5386.27685547
-126.741935484,48.4708994709,-5497.63525391
-126.709677419,48.4708994709,-5621.01025391
-126.677419355,48.4708994709,-5757.81787109
-126.64516129,48.4708994709,-5909.94775391
-126.612903226,48.4708994709,-6078.43457031
-126.580645161,48.4708994709,-6259.91503906
-126.548387097,48.4708994709,-6434.93212891
-126.516129032,48.4708994709,-6534.34179688
-126.483870968,48.4708994709,-6603.65527344
-126.451612903,48.4708994709,-6721.35449219
-126.419354839,48.4708994709,-6869.06640625
-126.387096774,48.4708994709,-7046.99853516
-126.35483871,48.4708994709,-7255.52978516
-126.322580645,48.4708994709,-7489.83154297
-126.290322581,48.4708994709,-7738.72705078
-126.258064516,48.4708994709,-7989.89746094
-126.225806452,48.4708994709,-8234.87011719
-126.193548387,48.4708994709,-8470.71777344
-126.161290323,48.4708994709,-8698.87792969
-126.129032258,48.4708994709,-8922.76464844
-126.096774194,48.4708994709,-9145.55175781
-126.064516129,48.4708994709,-9368.7578125
-126.032258065,48.4708994709,-9591.78417969
-126.0,48.4708994709,-9812.23144531
-125.967741935,48.4708994709,-10026.6904297
-125.935483871,48.4708994709,-10231.6621094
-125.903225806,48.4708994709,-10424.2890625
-125.870967742,48.4708994709,-10602.7509766
-125.838709677,48.4708994709,-10766.3134766
-127.0,48.4484126984,-4773.36230469
-126.967741935,48.4484126984,-4855.43701172
-126.935483871,48.4484126984,-4931.32617188
-126.903225806,48.4484126984,-5005.05810547
-126.870967742,48.4484126984,-5080.70898438
-126.838709677,48.4484126984,-5161.6953125
-126.806451613,48.4484126984,-5250.50146484
-126.774193548,48.4484126984,-5348.77587891
-126.741935484,48.4484126984,-5457.65771484
-126.709677419,48.4484126984,-5578.12939453
-126.677419355,48.4484126984,-5711.12158203
-126.64516129,48.4484126984,-5857.02832031
-126.612903226,48.4484126984,-6014.25537109
-126.580645161,48.4484126984,-6176.28710938
-126.548387097,48.4484126984,-6327.25097656
-126.516129032,48.4484126984,-6443.79589844
-126.483870968,48.4484126984,-6545.22265625
-126.451612903,48.4484126984,-6614.05419922
-126.419354839,48.4484126984,-6736.55078125
-126.387096774,48.4484126984,-6903.94384766
-126.35483871,48.4484126984,-7115.37841797
-126.322580645,48.4484126984,-7363.96289062
-126.290322581,48.4484126984,-7630.36914062
-126.258064516,48.4484126984,-7894.75927734
-126.225806452,48.4484126984,-8145.64160156
-126.193548387,48.4484126984,-8381.34863281
-126.161290323,48.4484126984,-8606.71289062
-126.129032258,48.4484126984,-8828.62597656
-126.096774194,48.4484126984,-9052.61328125
-126.064516129,48.4484126984,-9281.02539062
-126.032258065,48.4484126984,-9512.70605469
-126.0,48.4484126984,-9743.77929688
-125.967741935,48.4484126984,-9969.0546875
-125.935483871,48.4484126984,-10183.5019531
-125.903225806,48.4484126984,-10383.3271484
-125.870967742,48.4484126984,-10566.4179688
-125.838709677,48.4484126984,-10732.2460938
-126.935483871,48.4259259259,-4892.65673828
-126.903225806,48.4259259259,-4969.27197266
-126.870967742,48.4259259259,-5047.23730469
-126.838709677,48.4259259259,-5129.36669922
-126.806451613,48.4259259259,-5217.93652344
-126.774193548,48.4259259259,-5314.64013672
-126.741935484,48.4259259259,-5420.67333984
-126.709677419,48.4259259259,-5536.81689453
-126.677419355,48.4259259259,-5663.30859375
-126.64516129,48.4259259259,-5799.32226562
-126.612903226,48.4259259259,-5941.91162109
-126.580645161,48.4259259259,-6084.60009766
-126.548387097,48.4259259259,-6216.84228516
-126.516129032,48.4259259259,-6328.46923828
-126.483870968,48.4259259259,-6422.89941406
-126.451612903,48.4259259259,-6499.68652344
-126.419354839,48.4259259259,-6609.92675781
-126.387096774,48.4259259259,-6768.84228516
-126.35483871,48.4259259259,-6985.42089844
-126.322580645,48.4259259259,-7255.625
-126.290322581,48.4259259259,-7544.95019531
-126.258064516,48.4259259259,-7821.89941406
-126.225806452,48.4259259259,-8072.45410156
-126.193548387,48.4259259259,-8299.15625
-126.161290323,48.4259259259,-8513.23828125
-126.129032258,48.4259259259,-8726.98535156
-126.096774194,48.4259259259,-8949.00683594
-126.064516129,48.4259259259,-9182.29492188
-126.032258065,48.4259259259,-9424.33007812
-126.0,48.4259259259,-9668.65429688
-125.967741935,48.4259259259,-9907.25390625
-125.935483871,48.4259259259,-10132.8720703
-125.903225806,48.4259259259,-10340.5507812
-125.870967742,48.4259259259,-10528.0410156
-125.838709677,48.4259259259,-10695.3554688
-125.806451613,48.4259259259,-10843.9541016
-126.838709677,48.4034391534,-5098.62792969
-126.806451613,48.4034391534,-5186.80859375
-126.774193548,48.4034391534,-5281.75878906
-126.741935484,48.4034391534,-5384.45800781
-126.709677419,48.4034391534,-5495.32519531
-126.677419355,48.4034391534,-5614.02783203
-126.64516129,48.4034391534,-5739.07177734
-126.612903226,48.4034391534,-5867.22851562
-126.580645161,48.4034391534,-5993.11279297
-126.548387097,48.4034391534,-6109.81201172
-126.516129032,48.4034391534,-6211.94384766
-126.483870968,48.4034391534,-6300.60693359
-126.451612903,48.4034391534,-6383.10693359
-126.419354839,48.4034391534,-6488.94433594
-126.387096774,48.4034391534,-6641.94238281
-126.35483871,48.4034391534,-6865.89697266
-126.322580645,48.4034391534,-7171.57373047
-126.290322581,48.4034391534,-7491.02490234
-126.258064516,48.4034391534,-7776.60107422
-126.225806452,48.4034391534,-8015.04541016
-126.193548387,48.4034391534,-8218.88574219
-126.161290323,48.4034391534,-8410.10742188
-126.129032258,48.4034391534,-8608.39648438
-126.096774194,48.4034391534,-8825.76269531
-126.064516129,48.4034391534,-9065.14160156
-126.032258065,48.4034391534,-9321.28808594
-126.0,48.4034391534,-9583.47070312
-125.967741935,48.4034391534,-9839.33691406
-125.935483871,48.4034391534,-10078.5078125
-125.903225806,48.4034391534,-10294.7460938
-125.870967742,48.4034391534,-10486.109375
-125.838709677,48.4034391534,-10653.765625
-125.806451613,48.4034391534,-10800.5068359
-125.774193548,48.4034391534,-10929.5761719
-126.838709677,48.380952381,-5068.55419922
-126.806451613,48.380952381,-5156.11425781
-126.774193548,48.380952381,-5249.12841797
-126.741935484,48.380952381,-5348.27392578
-126.709677419,48.380952381,-5453.64648438
-126.677419355,48.380952381,-5564.59033203
-126.64516129,48.380952381,-5679.45849609
-126.612903226,48.380952381,-5795.39550781
-126.580645161,48.380952381,-5908.40478516
-126.548387097,48.380952381,-6014.17138672
-126.516129032,48.380952381,-6110.03613281
-126.483870968,48.380952381,-6197.63232422
-126.451612903,48.380952381,-6284.78955078
-126.419354839,48.380952381,-6390.06054688
-126.387096774,48.380952381,-6536.99658203
-126.35483871,48.380952381,-6763.98339844
-126.322580645,48.380952381,-7128.46240234
-126.290322581,48.380952381,-7481.44775391
-126.258064516,48.380952381,-7762.68212891
-126.225806452,48.380952381,-7967.90722656
-126.193548387,48.380952381,-8128.89111328
-126.161290323,48.380952381,-8283.23925781
-126.129032258,48.380952381,-8458.97363281
-126.096774194,48.380952381,-8670.77246094
-126.064516129,48.380952381,-8920.18847656
-126.032258065,48.380952381,-9197.3203125
-126.0,48.380952381,-9484.72460938
-125.967741935,48.380952381,-9763.58886719
-125.935483871,48.380952381,-10019.2773438
-125.903225806,48.380952381,-10244.484375
-125.870967742,48.380952381,-10438.5576172
-125.838709677,48.380952381,-10604.8681641
-125.806451613,48.380952381,-10748.2353516
-125.774193548,48.380952381,-10873.3203125
-126.806451613,48.3584656085,-5125.390625
-126.774193548,48.3584656085,-5216.45361328
-126.741935484,48.3584656085,-5312.17382812
-126.709677419,48.3584656085,-5412.4375
-126.677419355,48.3584656085,-5516.51660156
-126.64516129,48.3584656085,-5622.97998047
-126.612903226,48.3584656085,-5729.70947266
-126.580645161,48.3584656085,-5834.18310547
-126.548387097,48.3584656085,-5934.24267578
-126.516129032,48.3584656085,-6029.43017578
-126.483870968,48.3584656085,-6122.58056641
-126.451612903,48.3584656085,-6221.06445312
-126.419354839,48.3584656085,-6337.62451172
-126.387096774,48.3584656085,-6488.99316406
-126.35483871,48.3584656085,-6709.94433594
-126.322580645,48.3584656085,-7162.08496094
-126.290322581,48.3584656085,-7526.90625
-126.258064516,48.3584656085,-7773.80810547
-126.225806452,48.3584656085,-7913.1015625
-126.193548387,48.3584656085,-8007.03027344
-126.161290323,48.3584656085,-8111.52197266
-126.129032258,48.3584656085,-8260.63769531
-126.096774194,48.3584656085,-8469.48925781
-126.064516129,48.3584656085,-8736.83007812
-126.032258065,48.3584656085,-9046.01367188
-126.0,48.3584656085,-9369.48046875
-125.967741935,48.3584656085,-9679.03808594
-125.935483871,48.3584656085,-9954.33203125
-125.903225806,48.3584656085,-10187.9228516
-125.870967742,48.3584656085,-10382.4033203
-125.838709677,48.3584656085,-10544.96875
-125.806451613,48.3584656085,-10683.2949219
-125.774193548,48.3584656085,-10803.6269531
-125.741935484,48.3584656085,-10910.4140625
-126.806451613,48.335978836,-5094.53173828
-126.774193548,48.335978836,-5183.80810547
-126.741935484,48.335978836,-5276.48828125
-126.709677419,48.335978836,-5372.36621094
-126.677419355,48.335978836,-5470.8203125
-126.64516129,48.335978836,-5570.84423828
-126.612903226,48.335978836,-5671.20458984
-126.580645161,48.335978836,-5770.81396484
-126.548387097,48.335978836,-5869.41894531
-126.516129032,48.335978836,-5968.64501953
-126.483870968,48.335978836,-6073.30078125
-126.451612903,48.335978836,-6192.90771484
-126.419354839,48.335978836,-6343.82617188
-126.387096774,48.335978836,-6552.85595703
-126.35483871,48.335978836,-6864.35791016
-126.322580645,48.335978836,-7320.24462891
-126.290322581,48.335978836,-7598.16259766
-126.258064516,48.335978836,-7772.42382812
-126.225806452,48.335978836,-7809.07861328
-126.193548387,48.335978836,-7817.47851562
-126.161290323,48.335978836,-7868.45556641
-126.129032258,48.335978836,-7994.15283203
-126.096774194,48.335978836,-8207.37890625
-126.064516129,48.335978836,-8504.77246094
-126.032258065,48.335978836,-8861.95996094
-126.0,48.335978836,-9236.18847656
-125.967741935,48.335978836,-9585.96777344
-125.935483871,48.335978836,-9882.96484375
-125.903225806,48.335978836,-10122.1787109
-125.870967742,48.335978836,-10313.0351562
-125.838709677,48.335978836,-10468.8017578
-125.806451613,48.335978836,-10600.6708984
-125.774193548,48.335978836,-10716.2197266
-125.741935484,48.335978836,-10820.0
-125.709677419,48.335978836,-10914.6103516
-126.774193548,48.3134920635,-5151.41162109
-126.741935484,48.3134920635,-5241.55224609
-126.709677419,48.3134920635,-5333.83984375
-126.677419355,48.3134920635,-5427.84326172
-126.64516129,48.3134920635,-5523.0390625
-126.612903226,48.3134920635,-5619.03955078
-126.580645161,48.3134920635,-5715.9765625
-126.548387097,48.3134920635,-5815.06787109
-126.516129032,48.3134920635,-5919.37792969
-126.483870968,48.3134920635,-6034.74267578
-126.451612903,48.3134920635,-6170.86572266
-126.419354839,48.3134920635,-6342.53271484
-126.387096774,48.3134920635,-6569.89697266
-126.35483871,48.3134920635,-6872.23095703
-126.322580645,48.3134920635,-7232.70898438
-126.290322581,48.3134920635,-7503.75488281
-126.258064516,48.3134920635,-7665.25244141
-126.225806452,48.3134920635,-7583.43017578
-126.193548387,48.3134920635,-7515.84960938
-126.161290323,48.3134920635,-7531.91455078
-126.129032258,48.3134920635,-7647.50634766
-126.096774194,48.3134920635,-7874.80175781
-126.064516129,48.3134920635,-8216.14453125
-126.032258065,48.3134920635,-8642.1015625
-126.0,48.3134920635,-9085.09082031
-125.967741935,48.3134920635,-9485.97949219
-125.935483871,48.3134920635,-9803.61621094
-125.903225806,48.3134920635,-10041.8808594
-125.870967742,48.3134920635,-10223.0566406
-125.838709677,48.3134920635,-10368.9785156
-125.806451613,48.3134920635,-10494.1689453
-125.774193548,48.3134920635,-10606.4238281
-125.741935484,48.3134920635,-10709.3896484
-125.709677419,48.3134920635,-10804.6640625
-125.677419355,48.3134920635,-10893.015625
-126.774193548,48.291005291,-5119.51757812
-126.741935484,48.291005291,-5207.61621094
-126.709677419,48.291005291,-5297.00488281
-126.677419355,48.291005291,-5387.43994141
-126.64516129,48.291005291,-5478.81591797
-126.612903226,48.291005291,-5571.41943359
-126.580645161,48.291005291,-5666.26318359
-126.548387097,48.291005291,-5765.46484375
-126.516129032,48.291005291,-5872.59716797
-126.483870968,48.291005291,-5992.90917969
-126.451612903,48.291005291,-6133.27929688
-126.419354839,48.291005291,-6301.62402344
-126.387096774,48.291005291,-6504.71191406
-126.35483871,48.291005291,-6741.63378906
-126.322580645,48.291005291,-6989.97021484
-126.290322581,48.291005291,-7200.4375
-126.258064516,48.291005291,-7366.64453125
-126.225806452,48.291005291,-7150.87939453
-126.193548387,48.291005291,-7077.61621094
-126.161290323,48.291005291,-7108.89453125
-126.129032258,48.291005291,-7231.27783203
-126.096774194,48.291005291,-7473.91357422
-126.064516129,48.291005291,-7866.93505859
-126.032258065,48.291005291,-8386.92382812
-126.0,48.291005291,-8916.84472656
-125.967741935,48.291005291,-9380.671875
-125.935483871,48.291005291,-9710.84765625
-125.903225806,48.291005291,-9936.37109375
-125.870967742,48.291005291,-10100.8173828
-125.838709677,48.291005291,-10235.8271484
-125.806451613,48.291005291,-10357.0087891
-125.774193548,48.291005291,-10469.9873047
-125.741935484,48.291005291,-10576.1025391
-125.709677419,48.291005291,-10675.4072266
-125.677419355,48.291005291,-10767.8359375
-125.64516129,48.291005291,-10853.5175781
-126.774193548,48.2685185185,-5088.37695312
-126.741935484,48.2685185185,-5174.87158203
-126.709677419,48.2685185185,-5261.890625
-126.677419355,48.2685185185,-5349.30810547
-126.64516129,48.2685185185,-5437.29638672
-126.612903226,48.2685185185,-5526.58496094
-126.580645161,48.2685185185,-5618.73242188
-126.548387097,48.2685185185,-5716.31347656
-126.516129032,48.2685185185,-5822.83349609
-126.483870968,48.2685185185,-5942.13867188
-126.451612903,48.2685185185,-6077.07324219
-126.419354839,48.2685185185,-6227.21337891
-126.387096774,48.2685185185,-6385.4296875
-126.35483871,48.2685185185,-6532.41748047
-126.322580645,48.2685185185,-6628.92285156
-126.290322581,48.2685185185,-6616.03466797
-126.258064516,48.2685185185,-6465.12646484
-126.225806452,48.2685185185,-6442.27392578
-126.193548387,48.2685185185,-6571.50927734
-126.161290323,48.2685185185,-6675.88330078
-126.129032258,48.2685185185,-6796.4140625
-126.096774194,48.2685185185,-7025.02099609
-126.064516129,48.2685185185,-7455.53417969
-126.032258065,48.2685185185,-8102.01757812
-126.0,48.2685185185,-8726.24023438
-125.967741935,48.2685185185,-9265.99121094
-125.935483871,48.2685185185,-9587.76855469
-125.903225806,48.2685185185,-9785.62597656
-125.870967742,48.2685185185,-9929.72753906
-125.838709677,48.2685185185,-10058.7246094
-125.806451613,48.2685185185,-10183.7070312
-125.774193548,48.2685185185,-10304.6904297
-125.741935484,48.2685185185,-10419.6074219
-125.709677419,48.2685185185,-10527.0332031
-125.677419355,48.2685185185,-10626.4492188
-125.64516129,48.2685185185,-10717.9658203
-125.612903226,48.2685185185,-10802.0634766
-126.741935484,48.246031746,-5143.51660156
-126.709677419,48.246031746,-5228.57861328
-126.677419355,48.246031746,-5313.30664062
-126.64516129,48.246031746,-5397.97314453
-126.612903226,48.246031746,-5483.50878906
-126.580645161,48.246031746,-5571.76269531
-126.548387097,48.246031746,-5665.60302734
-126.516129032,48.246031746,-5768.57714844
-126.483870968,48.246031746,-5883.72558594
-126.451612903,48.246031746,-6011.1953125
-126.419354839,48.246031746,-6144.91210938
-126.387096774,48.246031746,-6269.83544922
-126.35483871,48.246031746,-6361.80957031
-126.322580645,48.246031746,-6389.79785156
-126.290322581,48.246031746,-6327.71240234
-126.258064516,48.246031746,-6203.85205078
-126.225806452,48.246031746,-6187.88232422
-126.193548387,48.246031746,-6341.87255859
-126.161290323,48.246031746,-6399.29492188
-126.129032258,48.246031746,-6433.75634766
-126.096774194,48.246031746,-6571.04589844
-126.064516129,48.246031746,-6980.10888672
-126.032258065,48.246031746,-7801.64599609
-126.0,48.246031746,-8487.9296875
-125.967741935,48.246031746,-9108.79199219
-125.935483871,48.246031746,-9390.56542969
-125.903225806,48.246031746,-9558.66113281
-125.870967742,48.246031746,-9691.98632812
-125.838709677,48.246031746,-9831.03417969
-125.806451613,48.246031746,-9974.00585938
-125.774193548,48.246031746,-10112.7617188
-125.741935484,48.246031746,-10242.5664062
-125.709677419,48.246031746,-10361.8574219
-125.677419355,48.246031746,-10470.6640625
-125.64516129,48.246031746,-10569.6494141
-125.612903226,48.246031746,-10659.7216797
-126.709677419,48.2235449735,-5197.31152344
-126.677419355,48.2235449735,-5279.65332031
-126.64516129,48.2235449735,-5361.00292969
-126.612903226,48.2235449735,-5442.24072266
-126.580645161,48.2235449735,-5525.27880859
-126.548387097,48.2235449735,-5613.28125
-126.516129032,48.2235449735,-5710.43457031
-126.483870968,48.2235449735,-5820.6328125
-126.451612903,48.2235449735,-5944.27294922
-126.419354839,48.2235449735,-6073.42089844
-126.387096774,48.2235449735,-6189.38085938
-126.35483871,48.2235449735,-6270.20361328
-126.322580645,48.2235449735,-6301.01513672
-126.290322581,48.2235449735,-6277.97167969
-126.258064516,48.2235449735,-6235.20605469
-126.225806452,48.2235449735,-6271.35888672
-126.193548387,48.2235449735,-6399.36816406
-126.161290323,48.2235449735,-6322.58886719
-126.129032258,48.2235449735,-6217.95703125
-126.096774194,48.2235449735,-6197.55957031
-126.064516129,48.2235449735,-6475.72753906
-126.032258065,48.2235449735,-7485.31152344
-126.0,48.2235449735,-8172.70703125
-125.967741935,48.2235449735,-8721.70507812
-125.935483871,48.2235449735,-9040.06445312
-125.903225806,48.2235449735,-9232.49414062
-125.870967742,48.2235449735,-9384.22265625
-125.838709677,48.2235449735,-9560.8125
-125.806451613,48.2235449735,-9738.48828125
-125.774193548,48.2235449735,-9903.08984375
-125.741935484,48.2235449735,-10051.3681641
-125.709677419,48.2235449735,-10184.2412109
-125.677419355,48.2235449735,-10303.4492188
-125.64516129,48.2235449735,-10410.6220703
-125.612903226,48.2235449735,-10507.2246094
-125.580645161,48.2235449735,-10594.671875
-126.677419355,48.2010582011,-5248.96972656
-126.64516129,48.2010582011,-5327.296875
-126.612903226,48.2010582011,-5404.02783203
-126.580645161,48.2010582011,-5480.80517578
